area,price
103,2052000
459,13842000
39,265000
223,3706000
251,5602000
158,3769000
197,3610000
148,2297000
426,14327000
290,6897000
162,1859000
72,1447000
288,9091000
106,1121000
37,234000
132,1805000
214,3236000
91,1237000
404,12438000
162,2400000
128,1874000
324,7959000
202,3729000
151,2425000
115,1590000
163,3828000
340,9282000
87,1543000
122,3147000
186,1194000
192,4247000
122,1572000
180,3649000
198,4327000
164,3504000
229,2346000
119,1722000
179,5629000
249,8701000
209,2598000
205,5374000
286,4814000
136,1056000
108,2373000
155,3115000
214,5280000
249,7634000
310,11665000
121,994000
124,2847000
253,2817000
199,4078000
97,1171000
173,3844000
243,6917000
37,1011000
137,3188000
164,1074000
372,8968000
60,1132000
117,961000
149,759000
131,891000
252,8074000
67,869000
292,5575000
106,2167000
158,3277000
252,6321000
215,9552000
382,9100000
232,4537000
141,1652000
329,8166000
142,1962000
89,864000
162,5237000
557,13443000
96,1319000
89,2697000
253,5257000
142,2488000
102,773000
272,7471000
34,207000
169,4319000
294,4130000
239,7196000
91,3015000
31,213000
185,3317000
108,1758000
63,1360000
262,7874000
205,4676000
155,2968000
121,2544000
139,1196000
394,8736000
270,9438000
210,4298000
146,2066000
194,4522000
219,3912000
76,411000
131,4633000
106,2826000
211,5073000
90,1392000
491,21148000
164,3137000
182,3054000
194,2484000
132,2011000
310,7400000
73,915000
169,2894000
173,3157000
167,1427000
244,6840000
98,2250000
110,780000
191,2896000
72,1788000
243,4694000
372,6895000
459,8485000
143,4619000
249,8045000
143,3772000
230,4641000
325,5505000
194,4573000
534,16823000
134,924000
168,1158000
168,2191000
334,8097000
387,11138000
255,5749000
113,1746000
152,3804000
230,7093000
325,9149000
307,6005000
270,4892000
173,4411000
474,14296000
248,6231000
226,2967000
202,6104000
37,807000
300,6708000
108,2243000
226,4234000
235,5811000
247,4149000
128,3780000
70,1955000
102,827000
429,15733000
211,4217000
342,10388000
188,4030000
288,8383000
228,4670000
182,3940000
121,523000
209,3816000
157,4017000
130,1623000
42,844000
179,965000
197,1729000
282,13380000
169,3905000
148,3331000
200,4200000
338,6098000
108,667000
327,11393000
201,5814000
257,5393000
88,990000
367,10727000
215,5412000
197,2744000
267,6062000
159,2630000
168,2507000
133,5298000
238,6143000
202,3381000
108,1637000
57,696000
85,1768000
175,1783000
118,1169000
130,1355000
148,1380000
255,4706000
241,3241000
323,9782000
154,992000
158,1634000
106,859000
97,1027000
152,3606000
167,1940000
335,8421000
310,11995000
243,4798000
271,7234000
153,3634000
306,6609000
195,5027000
130,1658000
125,1245000
619,24633000
303,7412000
250,5974000
195,6741000
78,1608000
104,854000
63,757000
166,2893000
37,805000
123,530000
322,8936000
120,885000
368,9577000
190,1455000
213,4593000
247,5629000
156,4277000
173,4259000
209,3175000
203,6945000
190,3369000
153,4153000
242,4734000
42,731000
180,4714000
186,2443000
366,8233000
357,9215000
148,2313000
412,17807000
196,3864000
171,1382000
170,3631000
184,1219000
322,11536000
159,3484000
265,5117000
260,5208000
116,1834000
124,4210000
173,1229000
117,3600000
299,10596000
140,1115000
46,1850000
104,1629000
123,751000
253,7918000
338,7566000
418,12440000
220,3045000
221,3509000
305,8069000
196,2534000
287,5703000
56,798000
65,745000
131,988000
64,736000
190,2349000
114,877000
85,1134000
157,1529000
303,7659000
120,4170000
287,7888000
146,1408000
165,4047000
152,1068000
110,3197000
117,1087000
56,1218000
141,2583000
156,2092000
319,7686000
322,8807000
150,2796000
257,2570000
120,2930000
110,3667000
176,3832000
290,10002000
117,819000
119,1411000
37,651000
220,6223000
139,2068000
141,2739000
117,2733000
285,11265000
266,6741000
352,12028000
294,8731000
115,2459000
182,7527000
231,5381000
182,3023000
295,8007000
114,878000
377,12728000
203,6642000
169,1722000
64,1164000
204,3711000
305,7734000
191,5241000
299,10273000
306,7825000
177,2683000
170,2166000
240,6581000
156,4837000
250,10088000
416,11631000
110,2112000
217,3963000
443,14033000
326,13389000
139,1934000
118,1082000
95,2279000
57,498000
417,11108000
141,3709000
353,13670000
239,6257000
283,7762000
95,966000
377,12586000
175,4366000
375,8094000
164,3258000
58,394000
273,4334000
172,2353000
343,11857000
286,4835000
224,11004000
75,818000
362,10450000
132,3269000
150,4537000
295,9157000
137,4127000
138,1326000
427,9615000
178,2134000
118,1926000
179,5117000
358,13017000
158,1081000
62,525000
60,446000
52,328000
179,1823000
141,3027000
214,4860000
211,4272000
166,2428000
236,5715000
180,4225000
181,3835000
128,1121000
332,13262000
176,2236000
78,636000
146,1155000
232,2267000
181,3748000
364,8515000
60,898000
215,3266000
199,4605000
303,11465000
133,1085000
245,7524000
159,2941000
426,17230000
267,6910000
100,1326000
144,3749000
378,13877000
204,2849000
249,6552000
361,15024000
177,2140000
102,972000
96,528000
241,2838000
422,9573000
377,13377000
182,3848000
67,576000
243,5342000
97,803000
342,12209000
342,4392000
372,6313000
366,16395000
465,10336000
126,1838000
137,2778000
149,1015000
296,6068000
261,6729000
164,4663000
222,3992000
149,3156000
111,807000
498,18546000
404,11135000
76,2213000
114,1069000
120,2669000
466,9800000
75,485000
177,2497000
183,1255000
216,2158000
188,4234000
166,2200000
292,9359000
152,2407000
94,3335000
149,1029000
99,917000
258,4203000
336,9686000
126,771000
123,858000
181,4752000
190,1415000
92,2519000
245,4589000
136,1378000
195,2955000
331,9367000
146,3318000
105,821000
140,1849000
347,6209000
104,1838000
270,5184000
144,2920000
129,2533000
181,1857000
549,14649000
189,2759000
297,8530000
94,2146000
352,13044000
163,1397000
141,2815000
377,10836000
337,7626000
161,4704000
273,7503000
272,6024000
221,4133000
210,3940000
247,3833000
215,4682000
219,6846000
328,13769000
230,4688000
212,4590000
200,5129000
237,6451000
343,7796000
172,5704000
424,10987000
70,2074000
214,5176000
536,14672000
37,405000
116,670000
350,12143000
37,1100000
84,892000
412,11397000
131,2010000
46,792000
182,2049000
176,4855000
112,1938000
213,6702000
260,7130000
384,16258000
140,1582000
206,5554000
37,678000
227,4478000
356,9166000
124,2306000
183,3947000
93,2301000
74,932000
241,5707000
143,2709000
372,8990000
303,7787000
73,2120000
160,4360000
89,1085000
246,5681000
151,5062000
158,2841000
114,2397000
173,2231000
297,7411000
158,4339000
191,3780000
201,5326000
287,5200000
261,6442000
323,9099000
436,12877000
167,3043000
81,2044000
406,12167000
185,3540000
290,9465000
301,9727000
259,6524000
190,5899000
174,5164000
150,1995000
160,2376000
176,3057000
205,2692000
172,6926000
327,15233000
102,2994000
79,982000
149,2624000
371,6231000
143,2323000
190,4856000
277,7044000
169,2960000
357,9160000
213,4719000
232,3569000
146,1952000
160,3872000
162,6327000
86,1172000
142,2588000
230,5463000
208,4186000
290,10696000
37,493000
140,3195000
99,689000
512,12868000
129,2445000
337,5188000
308,8662000
72,855000
146,1953000
249,5409000
152,2320000
33,260000
167,1652000
116,2000000
185,3661000
206,4112000
200,4713000
279,7443000
140,3988000
234,5581000
199,2344000
131,3649000
136,1969000
112,1082000
175,5460000
62,770000
194,4753000
290,9326000
280,6537000
181,4554000
67,1559000
269,3741000
139,1953000
183,5501000
145,1970000
249,6038000
353,6900000
72,932000
262,5223000
392,11734000
222,3565000
108,3061000
117,3325000
281,9416000
111,2047000
232,6207000
323,5779000
356,11168000
206,5351000
264,6234000
117,655000
72,468000
156,4966000
261,6447000
254,6479000
193,5010000
141,2084000
207,1945000
250,5176000
90,1024000
234,8531000
198,3839000
135,3383000
167,2483000
197,6422000
170,1863000
73,2020000
231,6115000
175,2178000
121,911000
221,5324000
340,11166000
240,7538000
105,2661000
155,3013000
151,3206000
49,1497000
246,5250000
133,1258000
87,1606000
267,8039000
193,2448000
180,2290000
154,4696000
581,15806000
42,488000
128,2711000
301,9520000
89,1260000
311,8114000
177,2339000
114,1509000
252,9749000
139,1007000
172,3879000
366,15567000
84,1262000
143,1191000
143,1136000
59,278000
135,936000
75,915000
117,1714000
279,6573000
51,792000
335,14569000
234,4182000
161,3709000
142,4370000
71,1328000
154,3272000
130,2444000
122,1495000
133,1029000
232,2400000
217,2377000
285,7530000
157,2055000
187,4599000
128,865000
328,8105000
125,1529000
106,2602000
240,6079000
372,9096000
305,7364000
168,1902000
431,12755000
96,2162000
53,1091000
339,6867000
301,6259000
228,4506000
246,7972000
38,375000
293,9206000
139,1677000
142,1858000
53,546000
180,4297000
190,4792000
131,2714000
35,283000
138,3789000
137,3363000
348,9717000
159,4483000
67,711000
150,1093000
149,3073000
396,15383000
399,10448000
141,3622000
247,3389000
232,2024000
331,9310000
162,1697000
169,4119000
236,5034000
125,2439000
306,6994000
140,4438000
233,3939000
143,3489000
118,1893000
159,3291000
293,6525000
218,3921000
182,2351000
135,1708000
264,7760000
148,3112000
199,4366000
199,5041000
184,3523000
262,6759000
79,2481000
189,3093000
33,252000
64,625000
74,609000
102,1090000
705,22701000
260,4722000
229,4816000
133,3905000
72,759000
136,1707000
109,3498000
218,6804000
95,3513000
142,1814000
254,6786000
184,6139000
43,1009000
352,9167000
252,6055000
109,741000
176,3765000
153,2412000
125,1590000
231,7394000
139,2910000
360,12054000
205,2190000
164,3369000
180,3027000
216,7547000
181,4975000
354,3450000
349,4816000
262,7421000
375,12746000
156,1609000
269,6471000
100,1129000
254,7606000
143,2411000
109,703000
122,853000
98,1207000
153,2513000
329,10152000
221,5437000
168,2213000
230,3799000
98,1712000
150,873000
394,11199000
204,5386000
117,862000
116,2413000
270,7494000
92,2024000
205,8207000
176,2203000
288,4785000
213,3698000
296,10570000
224,5172000
434,15457000
95,2444000
138,1137000
283,6139000
183,7166000
158,2186000
157,3290000
173,2301000
145,2633000
273,6882000
37,626000
401,10915000
161,3183000
155,1904000
162,1569000
170,1438000
208,6332000
374,7285000
312,8715000
51,934000
212,7819000
217,5152000
203,2443000
314,5678000
236,6759000
104,2727000
121,568000
293,9253000
232,2352000
136,2684000
333,8393000
337,6602000
538,10952000
106,2124000
172,2473000
88,1276000
62,732000
190,2854000
172,5463000
205,1635000
292,6877000
207,1153000
138,3077000
108,3421000
246,4917000
222,5942000
154,3000000
127,1259000
162,4331000
134,3608000
390,17255000
218,4443000
111,1059000
309,7011000
267,6612000
221,6867000
232,4537000
136,4054000
127,3421000
167,3406000
106,2144000
111,1190000
148,2452000
214,4066000
161,4139000
221,3362000
185,6000000
273,5455000
204,4405000
173,2429000
72,1172000
329,12926000
190,4160000
156,3709000
93,675000
422,14715000
46,939000
218,8252000
325,9381000
148,2831000
285,6537000
265,4981000
88,1238000
106,890000
68,698000
243,7610000
193,4421000
169,1978000
140,2484000
174,1158000
325,8282000
167,3929000
72,2132000
111,2620000
80,1412000
133,4622000
114,2054000
197,6847000
268,6048000
144,1025000
135,2518000
176,4771000
142,1919000
275,5350000
111,1273000
195,5263000
206,3555000
305,9160000
296,8882000
219,2961000
125,3766000
52,1166000
37,800000
122,1421000
230,2181000
82,2418000
150,1048000
124,3137000
215,4989000
156,2918000
201,6322000
70,1645000
272,7609000
170,2210000
130,2085000
147,4423000
136,3275000
232,6326000
99,1369000
279,5872000
119,1216000
214,4101000
194,2894000
415,9667000
307,7106000
107,1073000
190,1690000
240,5263000
421,10300000
164,2343000
81,713000
212,5955000
95,555000
64,799000
120,2483000
120,1297000
87,1827000
240,3451000
191,2158000
320,9066000
111,1610000
152,1311000
149,1036000
209,8093000
313,10282000
236,4747000
197,2502000
273,8004000
146,946000
175,2600000
194,4681000
299,12888000
201,4946000
182,6405000
115,2805000
229,4422000
171,4640000
122,1917000
42,1285000
199,1368000
107,2422000
210,4035000
286,3415000
163,1958000
157,2913000
272,7373000
184,5670000
46,565000
388,9304000
184,4099000
98,1966000
63,545000
150,2750000
97,683000
186,1172000
312,6886000
129,1473000
126,2511000
281,7577000
242,4746000
95,525000
138,3391000
250,5371000
225,4700000
495,11556000
224,6192000
51,417000
207,5080000
152,3765000
144,1082000
192,6423000
136,1251000
281,8159000
146,905000
250,7817000
83,566000
198,2378000
72,1486000
144,2006000
237,4198000
229,5043000
132,1857000
180,1517000
199,5176000
284,7719000
112,2629000
181,3768000
147,2674000
34,202000
188,2752000
158,3294000
201,4311000
48,1057000
181,4347000
602,17354000
215,2843000
124,2269000
105,2695000
132,3251000
156,2530000
93,612000
197,5079000
319,8340000
137,3392000
151,4248000
97,1067000
220,6677000
63,1301000
370,9761000
98,1579000
312,9629000
302,7200000
102,834000
172,2468000
78,526000
327,9215000
340,9117000
476,9511000
148,3883000
251,6925000
254,6185000
321,11913000
270,6556000
100,1772000
159,3809000
200,4894000
243,7139000
70,2127000
253,2884000
50,514000
130,614000
149,1403000
437,11001000
184,2082000
328,8707000
135,3595000
206,6136000
95,1372000
95,2558000
186,4431000
283,7000000
251,5627000
80,619000
195,1113000
190,3555000
104,822000
253,6075000
34,230000
200,3861000
349,5068000
143,1523000
246,4784000
42,668000
118,4013000
128,2945000
125,537000
33,462000
151,3754000
306,7591000
133,1040000
83,1800000
133,1230000
249,9085000
41,379000
217,3189000
143,1066000
294,6202000
154,1465000
234,2091000
168,4008000
111,1715000
217,6939000
290,13125000
212,5445000
151,1204000
315,9484000
66,999000
168,3166000
225,5092000
105,3124000
70,1842000
61,1706000
294,6038000
291,11162000
250,6555000
172,5234000
79,1009000
152,5134000
303,10909000
134,2696000
233,9629000
204,4167000
61,1282000
226,1831000
46,821000
181,3230000
49,768000
242,6283000
153,1266000
304,7995000
53,454000
150,2277000
142,1541000
148,2928000
82,512000
303,7236000
86,1015000
372,6865000
270,6880000
227,4904000
352,11773000
162,762000
171,4400000
33,489000
136,4826000
105,1852000
204,4024000
135,2164000
270,6382000
46,1106000
264,4643000
372,6800000
212,3693000
38,261000
110,848000
170,4158000
171,4217000
158,1759000
183,3415000
150,922000
194,3567000
148,2964000
195,2340000
346,7437000
37,496000
121,737000
421,10429000
150,1390000
164,3512000
166,4794000
149,3190000
165,1000000
136,1686000
237,6415000
163,887000
174,5710000
502,11269000
195,6267000
152,3952000
72,401000
124,1739000
199,4672000
241,5429000
197,1348000
107,1198000
236,5773000
156,1884000
87,1934000
127,1289000
160,1791000
549,15513000
212,4949000
171,4525000
56,1579000
290,4212000
125,1623000
219,4252000
105,670000
52,1050000
312,8384000
128,2541000
192,2839000
217,4566000
148,2345000
121,2739000
84,949000
403,10856000
94,2329000
165,1114000
206,5853000
257,7195000
165,3193000
99,2260000
268,3947000
112,2853000
128,911000
256,5226000
178,2521000
65,1446000
170,2231000
173,3707000
94,716000
204,4007000
122,3861000
173,2533000
139,1496000
226,3972000
237,3224000
301,8070000
154,3912000
212,5113000
154,1109000
253,8140000
193,3584000
110,4034000
56,1641000
371,11858000
123,2409000
144,2201000
184,1609000
274,2850000
95,1458000
172,1622000
138,1269000
120,3628000
146,2396000
265,7264000
415,11206000
465,11312000
215,8171000
96,1117000
216,2003000
106,726000
176,1739000
274,5535000
107,1210000
90,2874000
75,1894000
221,5271000
109,1848000
74,2326000
225,5358000
188,7461000
197,1749000
141,1675000
230,3065000
158,2779000
319,6927000
162,4111000
281,8920000
201,3795000
72,475000
178,2627000
152,4225000
357,9173000
254,6687000
279,5734000
76,764000
108,1171000
103,1076000
181,1442000
331,11014000
98,3092000
94,1600000
102,801000
126,1772000
350,5099000
150,1300000
196,3323000
182,4063000
343,9443000
97,1833000
208,9653000
42,1197000
194,4645000
206,6285000
139,961000
173,5124000
155,4246000
54,1400000
204,4286000
92,1833000
119,1394000
327,9869000
192,3413000
192,4977000
159,4154000
37,912000
142,4055000
275,6417000
128,640000
229,4987000
111,1063000
213,2941000
292,8116000
126,3698000
52,517000
243,8846000
123,860000
202,2190000
162,1512000
100,1458000
232,3850000
300,6796000
113,729000
33,286000
135,1051000
190,1926000
172,2964000
252,2455000
162,3400000
172,4955000
202,2661000
175,2999000
128,1347000
213,4194000
314,6644000
93,1739000
183,4732000
124,704000
227,6018000
159,1154000
216,3686000
262,7316000
113,1644000
81,1332000
264,5875000
168,4128000
303,9045000
140,4447000
108,1709000
259,13122000
158,2655000
286,8330000
294,7676000
175,2329000
216,3947000
83,1112000
132,2390000
99,627000
413,9856000
188,3480000
259,5387000
202,6046000
151,868000
201,1966000
187,2456000
81,2481000
250,8330000
197,3300000
90,2702000
153,2921000
279,6812000
176,930000
133,1064000
218,5013000
124,3038000
261,7917000
310,12392000
225,8319000
147,2982000
96,1261000
212,1883000
391,11940000
188,5865000
236,6054000
180,4674000
226,5230000
113,1524000
192,3099000
226,7052000
146,3321000
325,10539000
75,774000
229,5836000
69,490000
146,2492000
124,2875000
139,3327000
130,1217000
56,1196000
102,817000
268,9003000
435,11360000
234,6888000
202,2165000
189,2640000
418,9339000
201,3491000
283,9137000
320,9190000
164,3755000
173,2934000
77,1055000
42,907000
169,4663000
210,4843000
256,5809000
134,1512000
202,3644000
156,2696000
98,1403000
149,2368000
432,15583000
279,5572000
140,3063000
99,818000
118,4185000
385,14495000
127,1564000
132,775000
179,2848000
128,1039000
231,4004000
147,994000
268,6709000
101,950000
207,4747000
219,5139000
100,815000
112,1979000
134,2437000
197,4793000
229,3920000
195,4458000
179,7419000
183,4001000
254,8452000
212,6611000
323,7979000
487,10079000
181,4484000
274,9017000
248,4960000
372,9614000
86,1175000
116,2350000
220,8072000
123,4171000
143,1943000
193,6065000
328,8009000
123,969000
99,3396000
92,1033000
116,4070000
284,5737000
228,5026000
165,4524000
82,1492000
167,4388000
114,4598000
189,4352000
161,4534000
133,3187000
45,286000
122,3237000
37,448000
253,9962000
455,15520000
191,1124000
273,6793000
200,5812000
355,8750000
89,729000
157,2855000
78,627000
244,5207000
129,4472000
164,945000
132,983000
159,3554000
130,597000
161,4246000
188,4389000
97,835000
173,3109000
161,1233000
291,6162000
384,8310000
121,1147000
96,2473000
348,8253000
302,10253000
112,3072000
209,5496000
325,7773000
88,2261000
136,2116000
301,10207000
110,971000
147,1643000
37,935000
166,2459000
219,3244000
465,16281000
56,1379000
293,6917000
181,2398000
170,1091000
342,9934000
113,2429000
224,4374000
165,4442000
150,1461000
94,1765000
153,1449000
109,709000
279,2290000
165,3097000
194,6028000
191,3130000
142,2249000
251,4308000
261,7064000
179,2844000
129,2029000
183,2035000
179,3983000
212,3749000
246,6200000
423,12524000
151,1880000
114,2238000
196,1720000
136,1183000
65,903000
110,1182000
150,4239000
129,2879000
213,1696000
228,5592000
293,7454000
45,772000
208,5950000
131,3123000
201,5047000
182,2438000
538,23541000
147,1656000
380,13478000
218,3502000
191,1278000
337,6840000
84,3218000
46,1178000
211,4166000
296,5283000
95,2279000
111,803000
231,6144000
151,1648000
296,8787000
194,1711000
235,6856000
172,2750000
442,11447000
459,11935000
94,1556000
158,4724000
95,2745000
165,1900000
119,745000
252,7501000
360,12653000
83,662000
98,1165000
163,1682000
182,4128000
148,1835000
208,5166000
201,5482000
262,10566000
103,2163000
156,2089000
155,2151000
483,15058000
87,3509000
159,4027000
366,12709000
225,5704000
126,1662000
124,1149000
263,6022000
139,3059000
743,18598000
328,6844000
126,1068000
199,4487000
179,978000
233,8131000
297,7163000
151,5721000
279,5710000
410,12231000
243,4384000
191,3539000
522,18104000
211,4649000
229,7784000
234,4515000
342,10562000
105,1320000
200,4897000
235,3123000
151,2992000
252,8459000
297,9062000
201,2492000
334,10797000
372,10266000
122,2787000
157,1419000
184,5593000
56,560000
283,7807000
93,579000
44,746000
297,7984000
147,3007000
94,1725000
65,1861000
124,2396000
378,4640000
208,6150000
236,7393000
152,1678000
352,13013000
77,1801000
97,2053000
214,10444000
43,841000
82,576000
196,3644000
224,3811000
180,3434000
148,1526000
37,893000
372,10560000
129,1379000
90,2073000
111,769000
239,7538000
182,4522000
235,6630000
240,8538000
135,1269000
197,1528000
178,1603000
233,4430000
106,1261000
115,1285000
59,443000
232,2276000
242,6147000
113,2403000
140,2147000
105,2701000
108,855000
185,4241000
42,1171000
238,6340000
137,2521000
101,1127000
193,5539000
400,10373000
74,1183000
102,936000
46,507000
61,1143000
68,698000
109,2148000
743,18532000
98,1164000
180,1154000
267,9210000
187,3380000
232,3070000
97,1892000
343,6818000
299,8063000
142,862000
63,781000
127,1550000
399,10208000
218,7117000
239,11420000
201,4468000
166,3052000
224,3461000
270,5165000
373,8642000
310,7971000
82,976000
67,1078000
213,7473000
217,4285000
226,8547000
142,2042000
125,1575000
238,7181000
102,3197000
188,3288000
190,4299000
353,7519000
83,987000
225,2222000
211,5538000
530,17020000
193,3565000
417,14778000
303,8570000
240,5511000
210,2778000
279,5834000
278,6290000
167,3312000
186,5709000
101,2699000
136,3865000
247,2618000
73,1031000
294,7167000
222,4883000
255,7251000
282,8087000
284,8772000
65,1502000
96,792000
196,5229000
354,6793000
233,5948000
311,9361000
102,985000
162,1372000
100,2510000
129,3869000
256,4514000
37,860000
485,14057000
189,2663000
130,4609000
298,12020000
115,759000
260,4551000
111,1546000
117,2449000
112,843000
453,16498000
120,2368000
176,4700000
177,2425000
84,3163000
445,18210000
194,1806000
130,1201000
191,5587000
133,3043000
129,1633000
46,1481000
81,879000
467,14439000
144,995000
249,5363000
121,2086000
372,7605000
67,1240000
245,5977000
141,2191000
114,1900000
365,7951000
228,4731000
294,11192000
313,8604000
103,3028000
273,8161000
113,2518000
270,8484000
71,809000
110,529000
55,1757000
33,356000
69,502000
275,6505000
185,3390000
205,5517000
168,3772000
154,1955000
212,5261000
269,6993000
191,4929000
235,9795000
343,9927000
199,5505000
164,1293000
167,4696000
184,4029000
133,571000
195,5588000
90,2819000
284,6194000
173,5747000
112,1561000
163,5092000
46,1485000
202,1947000
103,937000
137,977000
249,12956000
302,7147000
201,1934000
436,12546000
217,5541000
141,3365000
257,8895000
137,974000
142,3040000
115,2540000
200,5012000
60,432000
172,2539000
121,2353000
273,5047000
156,3037000
167,4401000
234,6233000
133,1832000
275,7757000
98,1604000
130,3062000
431,10516000
201,6739000
181,4111000
105,1220000
202,5278000
322,7755000
178,3949000
255,7135000
195,4284000
161,1445000
161,1136000
171,4614000
267,6514000
252,6861000
114,1363000
200,5368000
243,5165000
170,1384000
511,13146000
241,6726000
236,6761000
163,3866000
144,4424000
172,3237000
70,978000
147,4652000
162,5379000
135,1802000
188,4004000
413,10267000
196,3534000
270,3516000
120,2519000
427,11824000
208,3861000
136,2047000
182,3043000
97,794000
81,2044000
125,2736000
134,1481000
215,5494000
167,3291000
37,515000
200,3139000
153,2461000
87,1127000
480,18308000
325,9240000
401,11169000
357,9490000
313,6925000
207,4321000
73,1710000
73,323000
155,1127000
209,6525000
136,2433000
127,4036000
465,14287000
101,2806000
138,3561000
203,4258000
254,8670000
455,13710000
209,2172000
433,13003000
200,4212000
117,1870000
141,3975000
364,8859000
169,1983000
124,870000
286,6672000
158,4557000
249,5320000
228,4105000
142,1874000
203,7772000
103,609000
106,457000
290,9674000
545,8898000
97,1873000
266,7891000
135,1268000
157,1264000
90,2316000
157,1964000
123,3477000
184,2099000
190,1471000
161,2808000
246,5001000
345,9816000
221,4845000
322,5923000
105,451000
129,2147000
219,6202000
191,1874000
139,748000
125,1559000
154,3707000
132,2902000
226,6261000
330,10891000
276,4699000
465,10667000
224,7253000
219,3316000
472,14595000
138,1650000
177,3576000
320,8485000
120,1216000
107,1465000
283,8258000
279,3425000
37,538000
167,1186000
132,1802000
151,973000
106,558000
137,2869000
225,2997000
186,2565000
123,740000
176,5027000
111,1246000
164,3617000
257,4064000
147,4739000
211,5263000
70,1076000
37,545000
129,3292000
426,14897000
287,8861000
314,14788000
109,2684000
161,4049000
102,1592000
159,2195000
190,4646000
181,3266000
65,408000
108,701000
148,4994000
187,3350000
151,2508000
238,4298000
366,9054000
286,7596000
115,2379000
294,6514000
130,2360000
99,1929000
257,5613000
100,2377000
351,7164000
303,6236000
115,2489000
157,2553000
138,1607000
159,3103000
37,1059000
132,1615000
195,7153000
89,987000
221,8238000
271,5928000
33,341000
214,3725000
198,3808000
315,8306000
275,6931000
177,4072000
104,2074000
218,4366000
47,581000
129,1672000
111,2494000
149,3738000
136,3807000
129,2840000
244,4844000
253,4503000
131,3634000
428,14103000
79,959000
73,2149000
177,3150000
202,4490000
162,2486000
433,10399000
121,1289000
85,865000
71,1789000
143,2643000
279,6115000
211,4269000
216,3410000
203,6266000
135,982000
250,6940000
83,1022000
202,3343000
334,8713000
264,8072000
100,806000
243,5962000
147,4600000
138,5473000
444,17376000
88,576000
196,3368000
322,10581000
290,8556000
163,1985000
257,6319000
183,3563000
261,6097000
279,6254000
139,2438000
184,5463000
234,5434000
211,6135000
298,7457000
156,1303000
174,4256000
271,9776000
90,693000
396,14111000
225,8554000
194,2243000
125,827000
82,736000
259,7186000
234,6012000
375,11048000
39,337000
162,2426000
161,2023000
64,335000
207,6665000
116,2101000
230,6048000
82,1465000
148,6701000
188,7895000
211,5732000
354,9102000
289,6407000
203,5372000
164,4321000
89,804000
188,4554000
182,1630000
262,6398000
236,3893000
244,4311000
179,2654000
222,7587000
77,1579000
268,6391000
283,8188000
253,8535000
414,6133000
108,1922000
244,5367000
112,617000
90,882000
92,609000
138,2764000
166,2835000
203,2711000
72,527000
584,21511000
83,2983000
37,789000
212,5934000
143,1830000
185,4703000
65,1760000
227,2696000
158,5129000
85,499000
176,4790000
141,3540000
247,5063000
110,2885000
207,2346000
118,4963000
264,6952000
279,7427000
162,2344000
236,2659000
255,5525000
322,4724000
143,3512000
411,13797000
79,1049000
244,3169000
523,19454000
117,2190000
179,1670000
103,932000
209,2349000
341,5272000
136,1736000
539,17116000
172,3330000
302,9257000
305,7203000
327,8971000
188,2498000
240,5330000
121,2030000
145,4547000
121,3056000
311,8479000
91,1375000
144,2441000
110,1231000
200,2112000
142,1155000
97,1139000
534,9038000
263,6204000
116,2554000
196,4813000
109,1167000
161,3495000
42,901000
53,548000
295,11475000
370,10186000
106,2499000
291,8524000
48,216000
135,631000
152,1310000
139,3361000
220,6501000
305,13050000
290,7431000
295,9696000
103,2992000
385,12253000
66,1378000
162,1731000
328,11375000
239,6751000
242,7535000
230,6206000
142,4979000
28,191000
337,13154000
89,999000
229,6026000
195,4643000
230,6348000
145,3551000
145,2095000
291,5658000
437,14257000
577,14517000
240,6328000
203,5379000
372,8585000
184,2284000
121,1655000
137,853000
188,7810000
312,5049000
146,1631000
95,1459000
135,1642000
210,5083000
46,785000
283,7463000
231,6396000
123,2394000
133,3239000
140,1745000
115,1488000
46,1442000
152,2269000
200,5509000
459,13550000
147,2190000
244,7987000
147,1059000
317,6779000
323,9054000
107,889000
376,14006000
153,1163000
183,3512000
96,1464000
214,4721000
126,1925000
138,817000
242,7645000
295,5664000
113,2728000
193,5400000
145,924000
123,999000
40,378000
367,10354000
190,6455000
136,820000
211,5153000
313,8424000
56,1448000
161,2283000
266,7939000
158,3241000
37,955000
113,3428000
257,5902000
137,789000
307,4778000
413,12449000
239,5001000
247,5319000
214,3445000
302,6236000
272,5433000
209,3498000
111,1205000
200,5194000
145,1931000
140,4313000
126,1202000
158,1195000
269,5758000
250,7129000
379,12810000
154,2219000
123,3275000
163,5683000
241,5095000
174,2167000
418,12224000
218,5864000
120,3649000
41,613000
80,413000
262,7871000
325,9635000
75,1049000
176,4153000
121,2109000
137,2573000
83,1531000
139,4240000
219,5128000
232,6293000
83,1768000
211,1906000
320,6392000
272,6869000
136,755000
172,1833000
75,619000
106,1918000
117,2566000
102,764000
150,1637000
141,3425000
238,5026000
161,2225000
77,519000
76,850000
103,523000
218,6417000
105,1292000
221,6657000
184,2389000
166,5097000
191,1971000
62,1310000
115,1452000
185,5420000
76,1461000
241,3134000
186,2375000
348,8476000
95,907000
272,7319000
208,4306000
372,8587000
261,7066000
371,6633000
319,6451000
76,771000
55,347000
187,3691000
323,8751000
142,3737000
398,8619000
184,3129000
119,1423000
130,1666000
181,2413000
195,2874000
180,4037000
124,2080000
182,4134000
68,811000
286,10607000
95,1037000
106,1799000
61,461000
90,1128000
145,1192000
130,2056000
132,3165000
