area,rooms,age,price
131,5,84,841000
174,5,10,2104000
245,7,70,6708000
280,8,34,5055000
137,5,111,1001000
325,11,1,9385000
75,1,44,724000
268,9,38,5758000
106,5,79,1010000
213,6,115,4518000
111,5,101,914000
235,8,75,4357000
135,5,103,2143000
78,4,68,1505000
188,5,51,2677000
273,8,115,5696000
277,9,113,5374000
175,7,1,5184000
353,12,73,7244000
277,9,71,7899000
164,4,32,2875000
72,1,85,706000
109,4,56,1214000
146,4,46,1766000
117,5,37,989000
126,3,63,541000
327,11,5,9311000
89,4,105,574000
66,1,89,1450000
131,4,83,2337000
191,5,86,3455000
137,5,66,747000
337,12,119,4823000
100,2,51,2056000
91,2,10,815000
212,8,61,3298000
166,6,86,1909000
206,7,123,2942000
74,3,65,496000
144,6,124,3567000
64,2,5,1480000
172,6,87,3228000
318,11,37,12115000
216,7,123,2650000
114,3,72,2932000
180,5,11,2167000
191,5,116,3745000
161,6,88,3792000
341,12,60,11598000
172,5,102,2405000
152,6,74,3676000
97,2,62,1618000
232,9,69,3928000
156,5,3,1200000
200,7,43,3773000
33,1,87,339000
200,7,49,3546000
111,3,26,2597000
272,8,3,7773000
74,1,19,1117000
107,4,90,1554000
128,3,20,1432000
288,11,21,7198000
295,11,100,7722000
238,9,41,6566000
334,10,61,8259000
466,12,56,9110000
206,8,70,5213000
285,9,57,6595000
188,6,77,1579000
166,6,6,4731000
322,10,112,7866000
75,1,109,482000
67,1,33,657000
470,12,122,8729000
211,6,95,3168000
152,6,77,2878000
125,3,119,1182000
274,9,103,6484000
208,7,76,3808000
149,4,37,1286000
127,4,91,1387000
295,10,43,5523000
200,7,25,4913000
187,5,121,3646000
120,3,118,1820000
89,3,103,1235000
270,10,16,6168000
174,5,2,4070000
442,12,66,17109000
159,4,106,1968000
201,7,86,3748000
143,4,24,3611000
121,3,23,1732000
324,12,37,9527000
286,10,102,6911000
175,5,110,926000
147,6,39,1717000
217,8,41,6871000
178,5,81,3858000
193,6,9,4629000
105,5,16,2508000
236,7,72,4114000
127,5,79,924000
229,7,5,4489000
228,7,68,5378000
56,1,21,287000
299,11,59,8031000
146,5,18,1069000
349,12,18,9328000
178,7,97,4520000
43,1,8,502000
211,6,95,1349000
101,4,88,798000
309,11,62,8909000
112,4,114,1595000
133,4,18,1218000
186,7,75,2983000
158,5,83,1156000
221,7,68,1660000
82,4,50,1265000
116,3,73,2746000
94,4,109,815000
255,9,39,4278000
261,8,33,6523000
121,5,85,2476000
311,11,16,8467000
494,12,58,10244000
69,2,105,461000
137,5,26,1582000
133,5,89,1639000
525,12,6,14141000
488,12,18,14000000
166,5,17,1274000
398,12,113,7708000
241,7,82,6233000
268,8,113,4500000
126,4,85,653000
286,9,120,5595000
182,7,78,3696000
84,4,27,648000
115,4,14,1377000
214,6,84,2428000
195,7,30,4325000
160,5,69,1587000
278,8,3,9682000
349,12,94,7473000
128,4,101,1894000
148,5,10,1101000
134,3,49,1369000
44,1,15,326000
102,2,100,1762000
215,7,20,2112000
315,11,13,7167000
225,9,44,6879000
220,8,82,3460000
123,3,97,2105000
369,12,94,6286000
179,7,58,3496000
493,12,109,9078000
151,6,53,1073000
114,5,13,841000
97,3,106,558000
234,7,34,5181000
287,11,87,7304000
300,9,41,6698000
235,8,60,5371000
201,6,71,2743000
170,5,98,1269000
206,6,23,4881000
110,5,15,1360000
28,1,89,197000
254,7,4,6478000
301,9,14,11566000
163,6,5,2123000
447,12,90,5616000
301,11,113,5436000
148,4,63,1945000
253,9,84,7534000
254,9,39,4859000
89,4,123,2094000
123,3,75,1445000
232,8,99,1918000
474,12,56,9113000
132,4,65,937000
305,10,41,6780000
172,6,121,3844000
180,5,109,2184000
155,6,28,4610000
198,7,93,2011000
124,5,90,1784000
169,6,124,2891000
46,3,121,679000
232,8,21,5146000
112,5,87,721000
37,1,17,733000
147,6,107,1212000
413,12,41,6131000
516,12,119,11294000
300,10,36,5204000
218,7,101,4630000
156,6,67,1602000
155,6,77,2790000
153,5,4,1331000
42,1,90,578000
206,8,106,1335000
117,4,61,1962000
344,10,44,13364000
527,12,4,16905000
99,2,1,1341000
271,9,116,7095000
113,5,123,758000
373,11,34,11381000
271,10,74,5893000
133,5,61,3331000
210,6,91,4929000
235,7,117,4796000
107,4,59,2194000
208,6,43,3346000
238,8,33,3295000
114,4,61,1920000
194,5,12,5723000
173,5,35,4071000
78,3,56,1829000
207,6,32,2835000
134,5,49,1100000
223,8,10,4618000
254,8,77,4714000
100,3,40,568000
271,10,109,4464000
370,11,47,7896000
321,11,68,5407000
255,8,38,7805000
152,5,94,1387000
78,2,65,1287000
113,5,48,1861000
410,12,92,12766000
127,3,13,3241000
245,9,36,6794000
224,8,98,3718000
101,4,107,2511000
126,3,13,3999000
64,3,110,1293000
177,5,12,3477000
212,6,8,5128000
156,5,110,3159000
113,4,56,2363000
144,4,119,2833000
188,7,65,2790000
75,2,121,1426000
143,4,78,1458000
87,4,17,1771000
185,5,110,3003000
227,9,78,4169000
325,11,124,8769000
108,5,71,843000
462,12,75,10134000
224,8,29,5576000
271,10,79,6454000
84,4,112,849000
216,6,114,2349000
208,8,30,5044000
149,5,74,2849000
175,6,120,1155000
193,6,100,3958000
213,6,1,4816000
129,5,22,1685000
220,7,99,3829000
89,2,111,1285000
178,7,10,2218000
136,4,89,800000
319,12,84,8451000
372,12,20,7600000
125,5,13,2752000
133,4,120,1626000
73,1,36,1515000
202,8,104,1393000
251,9,118,4703000
165,5,36,3424000
276,9,47,7283000
245,7,29,3673000
275,9,106,5582000
156,5,64,1807000
278,10,97,5297000
176,6,117,2833000
284,10,34,4033000
140,6,75,1457000
93,2,13,448000
211,8,106,2520000
109,4,49,1351000
363,11,83,7217000
174,7,27,3784000
369,11,71,9127000
134,4,54,1079000
222,7,30,7352000
37,1,52,673000
88,2,41,678000
155,4,68,1371000
283,10,75,8388000
57,2,62,341000
183,7,98,4684000
314,11,11,8311000
182,6,123,4035000
120,4,62,640000
234,8,95,5753000
90,4,24,2458000
174,6,88,3558000
77,3,108,1294000
193,6,106,2309000
186,5,18,1942000
46,2,37,811000
135,4,113,3072000
224,7,87,4558000
153,6,12,3774000
107,4,111,1693000
204,8,31,1879000
182,5,29,5557000
186,6,34,1653000
203,6,103,3449000
360,12,53,8339000
46,1,105,487000
265,8,46,8696000
380,12,64,14379000
291,9,80,5188000
279,10,38,4996000
481,12,30,11216000
145,5,60,3656000
162,4,23,4745000
338,12,41,7553000
465,12,72,7680000
173,5,80,823000
197,6,120,4637000
93,2,81,1341000
37,2,123,660000
122,3,19,2661000
129,5,89,2731000
494,12,61,9269000
171,6,117,4597000
38,2,71,765000
137,6,86,1374000
135,5,118,790000
123,3,75,1006000
289,9,83,6227000
121,3,67,1048000
299,9,118,4335000
217,8,117,5074000
76,3,94,616000
141,6,17,3516000
452,12,109,7970000
46,1,80,840000
246,7,23,7346000
194,7,42,4317000
47,3,9,1488000
87,2,1,1719000
190,6,8,5297000
220,8,69,1481000
139,4,108,763000
315,10,44,7205000
112,4,11,1456000
144,4,2,4286000
157,5,26,3512000
220,8,108,3946000
82,4,28,506000
523,12,122,10057000
151,6,123,1268000
218,7,50,5280000
153,5,82,1369000
99,3,26,791000
181,7,59,3667000
244,9,29,4383000
308,10,108,4629000
83,3,117,1426000
334,11,7,7853000
102,4,43,2415000
227,7,71,1615000
141,6,4,1044000
119,3,124,2299000
173,7,76,1233000
138,4,49,1609000
124,5,110,1121000
368,12,39,5239000
169,7,18,4738000
165,5,22,1947000
181,7,48,1610000
636,12,60,16385000
97,2,96,2276000
122,5,113,2567000
173,5,97,1825000
325,12,27,7247000
227,9,84,3449000
196,6,12,4224000
130,4,63,2687000
262,10,112,2287000
138,6,79,2125000
270,10,26,6044000
152,4,110,2431000
34,1,88,206000
124,5,19,1996000
173,6,6,2684000
264,8,47,5932000
245,9,52,5215000
146,4,66,1530000
204,7,50,1085000
101,2,96,1816000
75,1,51,1311000
218,8,1,4474000
88,3,83,709000
98,3,23,713000
101,4,81,970000
249,9,97,4994000
243,8,67,7040000
237,8,18,3964000
107,5,123,1317000
299,10,28,4466000
147,4,51,2102000
196,6,42,4183000
265,10,14,5680000
204,6,33,6134000
52,1,76,730000
100,3,74,2182000
109,4,17,1294000
282,10,44,5962000
297,9,51,6343000
277,10,36,3927000
46,2,47,1205000
305,11,1,6855000
266,10,62,5624000
142,6,73,3265000
121,3,115,1358000
194,5,68,3337000
118,4,57,488000
186,5,58,3375000
197,6,57,1186000
148,6,99,697000
251,8,27,4976000
160,6,100,1610000
225,8,91,3531000
65,1,85,1556000
187,6,86,4209000
279,9,5,4202000
177,6,9,2658000
329,12,108,2656000
372,12,22,11357000
126,5,87,811000
300,9,1,7481000
125,5,59,1510000
197,6,101,2583000
335,11,46,7530000
98,4,90,1462000
213,6,83,4005000
112,4,122,1400000
135,5,26,2094000
145,6,91,1244000
118,4,114,2080000
255,7,89,3889000
163,6,14,1829000
203,7,107,2753000
257,8,87,2989000
184,7,72,2538000
268,9,62,5112000
256,9,2,5240000
278,9,8,6511000
132,3,121,2053000
194,7,42,1438000
178,6,92,4301000
123,4,6,3632000
230,9,22,7269000
325,12,28,5303000
54,2,119,245000
107,3,101,642000
324,11,102,4991000
232,8,49,7487000
131,3,58,1589000
72,2,68,291000
221,7,64,3836000
86,2,57,993000
213,8,106,1715000
201,7,123,3818000
316,10,44,8687000
174,5,42,3328000
148,5,28,2395000
217,8,37,7393000
205,7,106,5769000
170,6,69,2330000
84,2,26,2194000
271,8,71,7382000
139,5,50,2557000
214,7,90,2637000
161,6,3,3570000
250,9,14,6472000
174,5,71,2648000
283,9,20,6819000
124,4,78,854000
109,3,87,1594000
215,8,124,3697000
139,4,86,2614000
252,7,25,4898000
130,3,78,1307000
204,7,67,7983000
296,11,23,7364000
243,7,124,4299000
188,7,66,3966000
166,5,1,1763000
181,7,80,4186000
81,4,117,1849000
146,6,75,1632000
102,3,43,962000
199,6,77,4016000
190,5,72,5505000
158,6,77,2821000
74,1,57,426000
165,6,107,1053000
238,9,36,4331000
159,5,55,2750000
163,5,73,3210000
185,7,109,807000
151,6,78,2395000
483,12,50,13675000
104,3,87,2311000
139,4,94,4114000
151,5,64,1528000
226,8,83,1931000
252,9,5,3686000
186,7,102,2318000
117,3,88,1936000
329,10,25,9575000
200,8,69,4563000
234,8,82,2859000
37,1,70,490000
294,9,28,5212000
325,12,59,6674000
220,6,58,4038000
157,6,104,869000
219,6,46,4877000
198,8,121,3331000
131,3,1,2316000
242,7,51,4353000
183,6,40,3259000
249,8,76,5091000
33,1,4,284000
557,12,29,15274000
112,5,117,371000
113,5,81,659000
192,7,48,3024000
193,7,70,5790000
76,4,11,1648000
257,9,107,6802000
46,2,12,872000
115,3,71,1772000
210,8,119,1762000
539,12,103,14206000
335,10,87,8220000
216,8,86,3498000
143,6,27,2456000
103,2,69,944000
140,4,21,5012000
163,5,8,4218000
139,6,24,1078000
114,5,31,869000
137,5,109,746000
326,11,90,7459000
259,10,70,5777000
166,6,54,1319000
270,9,4,4885000
122,5,122,2377000
139,6,42,2501000
361,11,17,7884000
107,4,17,1735000
195,6,106,2646000
145,6,19,5001000
117,5,7,2295000
218,6,86,4523000
250,9,120,5643000
215,8,94,3945000
74,3,86,1084000
187,6,10,3414000
141,6,84,1210000
230,9,49,4763000
202,7,107,4334000
177,5,53,3307000
194,5,95,4478000
118,5,52,627000
168,6,12,4573000
184,6,83,1265000
74,1,116,742000
307,10,119,6467000
128,4,43,3466000
91,3,90,846000
157,6,15,4869000
198,8,23,2510000
259,10,52,4979000
105,3,121,861000
235,8,2,5591000
442,12,25,11455000
186,6,53,6852000
119,4,38,747000
171,7,5,4804000
194,6,69,4334000
267,10,111,6018000
221,6,31,4249000
187,6,43,4197000
200,7,44,2829000
175,5,57,3073000
228,9,85,3411000
318,10,39,5071000
124,5,57,1657000
46,3,90,263000
191,6,28,3567000
179,7,108,1827000
372,11,48,9210000
359,12,89,3814000
105,3,117,1397000
162,4,67,4077000
301,9,70,6508000
322,10,28,5307000
168,5,86,3095000
46,2,49,1187000
180,6,39,3498000
149,6,69,2143000
94,3,49,556000
397,12,45,7935000
113,3,53,1698000
253,9,121,5117000
310,11,55,8082000
273,9,15,9898000
77,4,122,1219000
160,5,116,2602000
46,3,45,442000
245,8,35,3691000
212,8,76,2707000
190,6,99,4543000
50,1,58,793000
79,2,108,631000
354,12,6,9271000
103,2,92,1198000
220,8,102,2588000
164,5,105,3274000
246,7,90,3906000
227,7,27,5359000
325,11,35,8353000
426,12,9,13611000
124,3,51,3456000
213,7,122,4136000
153,4,71,3370000
203,8,87,4983000
131,3,120,2199000
337,11,121,9198000
136,6,107,2392000
261,8,32,7571000
196,6,53,1544000
85,4,38,671000
124,5,43,2556000
366,11,108,9352000
233,7,37,7718000
196,6,24,6792000
105,4,14,810000
246,7,40,7501000
245,7,73,4623000
150,5,37,4742000
168,7,89,4019000
140,6,116,3025000
491,12,123,7652000
104,4,55,599000
96,2,59,1893000
90,3,108,2288000
90,4,120,380000
125,3,42,1371000
239,9,9,7866000
206,8,104,4131000
106,5,112,607000
230,9,18,7334000
147,6,65,1116000
77,2,50,1428000
140,6,34,1106000
107,4,21,2645000
432,12,106,7477000
162,4,8,5209000
109,5,65,605000
201,7,101,3023000
283,9,44,9454000
88,3,110,524000
152,6,36,1694000
244,8,79,3835000
121,3,105,1084000
240,8,124,4460000
356,11,5,10414000
189,6,124,2383000
108,4,38,2317000
173,6,99,3557000
208,6,57,5649000
357,12,3,10940000
301,11,44,5319000
88,2,9,1524000
196,6,22,3535000
161,4,28,3174000
135,3,85,928000
269,9,72,5413000
213,7,102,1887000
192,5,36,3998000
210,8,50,3432000
102,4,31,1250000
221,8,16,4710000
261,10,1,6459000
74,2,98,255000
261,9,98,4080000
265,8,39,6167000
175,6,27,5795000
291,10,56,8630000
99,3,83,1681000
113,5,68,2086000
327,12,7,6446000
159,4,32,2118000
154,6,57,3551000
135,3,1,761000
220,8,2,1439000
194,5,72,3710000
173,5,36,3531000
28,2,119,150000
511,12,27,10462000
452,12,39,13617000
181,7,17,3160000
237,8,41,5193000
325,12,14,8545000
418,12,120,12265000
490,12,70,11647000
246,8,12,3881000
131,3,38,969000
96,2,104,1013000
345,12,55,5915000
232,9,120,1401000
110,5,11,971000
208,8,26,3711000
117,3,20,862000
72,2,25,510000
112,5,121,2001000
272,8,21,5294000
222,7,39,7567000
204,8,45,2078000
149,5,6,3933000
218,6,83,7121000
108,3,36,2587000
117,3,99,1373000
108,4,99,928000
206,8,120,3342000
147,6,67,1486000
112,4,66,1648000
243,9,32,7656000
161,4,79,2463000
299,9,115,6072000
122,5,54,2218000
264,9,78,6191000
264,8,19,8035000
299,9,112,4585000
258,8,66,5269000
451,12,15,16281000
102,4,27,1423000
218,7,87,4305000
350,12,97,13012000
62,3,106,1503000
71,1,54,569000
395,12,108,10577000
142,5,34,2082000
428,12,69,14036000
213,8,83,4304000
145,5,117,735000
138,5,124,843000
69,1,68,1651000
557,12,66,17879000
528,12,80,10154000
196,8,7,2391000
174,6,109,1206000
153,6,16,1358000
90,4,109,959000
279,9,57,6526000
204,7,88,1201000
279,8,6,6566000
187,5,20,5132000
73,1,12,1271000
153,5,26,3358000
192,6,40,3636000
186,5,117,4454000
321,11,121,6333000
243,7,9,5762000
88,3,99,1627000
77,3,35,1461000
252,7,82,4988000
279,9,53,6223000
56,2,123,330000
103,2,112,899000
42,1,122,860000
235,7,118,3470000
237,8,25,9093000
214,7,10,3293000
193,6,53,1933000
114,4,50,643000
144,5,13,917000
179,5,86,3710000
104,3,41,677000
232,7,79,2518000
134,4,11,1525000
56,2,87,1371000
306,11,30,9731000
111,5,115,686000
198,8,115,1878000
185,6,68,4779000
182,5,92,2701000
249,9,122,4244000
215,6,5,4262000
274,8,2,9260000
107,3,106,2059000
199,7,93,5743000
78,4,81,1808000
112,5,86,718000
105,4,109,1556000
191,5,39,4348000
164,6,62,1570000
152,6,88,2839000
259,9,50,4929000
106,4,7,771000
190,7,114,2985000
317,10,30,9861000
128,4,85,1669000
182,5,62,1602000
382,12,32,7978000
321,10,48,6573000
124,5,7,740000
191,6,80,5010000
122,5,66,1422000
197,7,51,5555000
150,6,109,1473000
159,5,58,1212000
197,6,94,4777000
323,12,31,6918000
438,12,29,14771000
69,1,53,1855000
150,6,2,1571000
134,3,42,947000
103,3,98,2322000
98,2,16,1052000
174,5,25,2877000
117,3,92,922000
204,7,28,5873000
237,7,64,7078000
234,9,49,6150000
378,12,40,7969000
91,3,10,1967000
372,12,100,5425000
47,1,72,259000
182,6,108,1546000
187,6,83,3503000
279,9,107,4158000
37,1,90,581000
259,10,10,9446000
326,10,112,6746000
57,2,41,272000
109,3,93,696000
442,12,101,12891000
149,4,14,2257000
180,5,69,2932000
153,4,9,3800000
348,12,103,8001000
130,5,32,2750000
205,6,18,6257000
173,6,70,1124000
305,9,124,6071000
42,2,23,1310000
88,3,56,2262000
149,5,96,2004000
111,5,36,2992000
251,9,112,6092000
199,8,47,4376000
111,3,108,2568000
80,3,75,1613000
114,5,42,602000
338,10,64,10216000
386,12,75,10239000
133,4,2,3101000
232,8,29,2433000
195,7,82,3375000
63,3,4,560000
133,5,12,2056000
229,7,9,4398000
292,9,47,6731000
119,3,39,800000
210,6,77,2662000
132,3,92,2099000
261,10,57,5184000
123,5,117,2400000
169,6,89,3176000
151,4,6,5199000
177,6,68,4252000
379,12,39,7961000
372,12,104,5665000
262,10,110,5849000
257,8,29,7780000
113,4,66,677000
107,4,123,1416000
360,12,101,4075000
100,2,85,813000
433,12,68,9742000
97,2,23,2585000
257,8,87,6403000
195,5,76,3752000
127,4,113,1392000
215,7,34,5149000
37,2,32,583000
70,3,67,674000
240,8,96,5679000
130,3,25,1669000
204,8,21,4855000
183,6,30,2470000
148,6,29,2852000
231,9,74,4937000
406,12,105,13625000
552,12,105,11506000
119,3,121,422000
111,5,78,1267000
115,5,50,691000
92,4,41,1863000
116,3,118,2481000
300,11,35,6175000
237,7,57,4032000
126,3,109,2459000
111,3,80,766000
95,4,5,937000
340,11,57,8115000
84,4,60,1984000
147,4,37,1587000
109,5,39,3668000
241,7,2,4523000
114,3,43,1249000
196,8,89,3841000
265,9,37,6524000
149,5,50,3127000
409,12,79,9149000
235,8,38,4547000
89,3,53,1885000
241,7,112,2308000
235,9,34,5678000
184,6,84,1773000
115,4,24,2007000
254,8,121,3748000
104,4,115,1798000
152,4,34,3389000
70,1,107,591000
28,1,29,150000
152,5,40,3235000
183,5,39,3808000
221,6,107,3615000
279,8,1,3203000
75,1,89,1134000
129,3,102,1480000
144,6,79,997000
314,11,109,9145000
242,8,63,6340000
353,11,75,7901000
196,8,19,4103000
126,3,22,826000
184,5,71,4684000
87,2,81,1756000
263,8,114,2593000
160,6,44,3257000
418,12,8,11474000
101,2,93,520000
109,5,31,1338000
238,8,104,5333000
270,9,52,6019000
124,4,114,2596000
54,1,122,551000
426,12,30,7455000
372,11,77,8715000
196,8,62,3599000
181,7,55,3775000
229,7,103,5721000
183,6,109,1540000
84,2,8,598000
182,6,54,2477000
325,12,40,6158000
168,5,20,4076000
403,12,54,9169000
149,6,33,1326000
88,4,113,1055000
302,9,91,4527000
260,8,19,4411000
122,4,78,1329000
140,5,10,1408000
112,4,11,2511000
186,6,32,4993000
97,2,99,1882000
244,8,120,4945000
108,3,24,785000
37,1,39,530000
102,4,23,1195000
241,8,2,7847000
172,5,106,3299000
144,6,62,2051000
232,8,31,3166000
112,3,35,1671000
312,9,23,7859000
201,8,56,5767000
188,5,26,2351000
221,6,103,2913000
337,11,79,8513000
140,4,69,878000
117,4,74,2168000
313,10,108,5828000
295,10,8,6626000
306,11,94,7514000
310,9,67,5903000
128,4,58,1076000
276,10,62,5080000
182,7,37,2496000
63,3,53,885000
150,4,73,1427000
74,3,58,1199000
121,5,110,2293000
208,7,120,2142000
279,8,99,4618000
123,3,1,862000
186,5,24,3029000
255,7,66,5093000
33,2,61,270000
126,5,74,859000
88,3,55,637000
305,9,83,5962000
164,5,51,1713000
157,5,41,3313000
243,8,97,4009000
225,8,12,5684000
222,7,34,5087000
215,7,87,5061000
217,7,82,3241000
510,12,79,8997000
118,3,103,800000
209,8,116,4309000
49,2,13,608000
77,4,85,582000
75,1,27,1649000
229,7,16,7071000
177,7,59,2265000
578,12,44,19899000
266,10,88,4556000
275,10,36,5504000
122,3,103,509000
127,5,96,3150000
144,4,45,1147000
153,4,25,3238000
37,2,58,657000
228,8,119,5506000
314,9,9,9882000
103,4,100,682000
193,7,112,2732000
121,5,75,1311000
167,7,99,3733000
165,7,105,3919000
275,9,67,4731000
68,2,49,1344000
209,7,96,4297000
138,6,86,694000
311,11,17,10501000
146,4,1,3048000
194,5,3,4561000
102,2,59,1234000
279,10,80,3805000
325,12,116,7100000
98,3,83,875000
266,10,47,6152000
101,4,93,1848000
195,6,118,3912000
223,6,97,3722000
491,12,29,16271000
204,6,95,3562000
268,10,117,3504000
153,6,72,1878000
189,6,105,992000
231,7,2,6607000
168,6,119,1787000
201,6,45,2169000
304,11,26,6849000
143,5,111,798000
244,7,84,6318000
273,10,77,5940000
177,6,29,1578000
310,9,50,4396000
145,5,71,2634000
235,7,77,4625000
372,11,20,8893000
418,12,17,10544000
188,5,17,3414000
250,7,43,6189000
37,1,54,1077000
278,8,75,3331000
292,10,36,8161000
285,9,98,6305000
255,8,10,3660000
38,1,32,219000
134,3,48,986000
142,4,115,1097000
202,7,116,3198000
387,12,76,8357000
287,9,25,8218000
153,6,99,2551000
128,5,29,3384000
244,8,36,8728000
91,4,16,2688000
328,12,60,8228000
41,1,115,635000
257,10,45,6112000
474,12,50,12348000
165,7,17,3054000
132,4,22,2063000
70,1,31,2434000
218,8,2,3051000
260,9,105,5801000
208,6,95,3694000
140,5,121,2423000
232,8,99,4008000
210,8,28,4838000
228,7,46,6544000
210,7,35,5021000
137,4,68,915000
277,8,14,4103000
189,5,114,3970000
385,12,51,9759000
178,7,58,3259000
242,7,108,5517000
428,12,34,9868000
97,3,121,1757000
166,7,123,818000
245,8,95,6148000
206,7,116,3638000
163,6,56,1200000
102,2,46,2404000
167,5,123,1350000
197,7,85,1479000
305,11,10,7772000
213,8,103,3089000
126,5,122,2154000
151,5,44,3303000
146,4,122,2467000
184,7,92,947000
418,12,46,10977000
319,11,41,8098000
149,4,9,4328000
115,5,101,1204000
367,12,25,11784000
301,10,43,7035000
131,4,45,707000
205,8,74,3448000
125,5,5,3470000
210,8,58,3200000
320,11,53,9044000
307,10,74,6630000
174,5,58,2346000
200,6,9,4180000
136,6,44,1530000
230,7,71,5019000
271,9,42,2679000
110,3,106,574000
109,5,45,1304000
171,5,9,1244000
204,6,11,4513000
193,7,18,2333000
76,4,96,1536000
190,6,65,888000
128,4,33,1149000
184,7,82,1332000
61,1,58,555000
219,8,80,4054000
197,8,111,1285000
216,8,77,4887000
159,5,90,3075000
380,12,45,12436000
161,6,84,2849000
255,7,51,4454000
322,10,5,10128000
155,4,57,3453000
84,2,69,1168000
169,6,109,1401000
473,12,19,15611000
118,5,85,1511000
213,7,38,4766000
255,9,47,6412000
175,6,49,1735000
166,6,14,1096000
232,9,16,2208000
161,4,122,2199000
107,5,62,2001000
118,4,82,787000
248,9,117,6811000
108,3,57,802000
338,11,41,10524000
77,3,31,960000
196,6,94,3301000
285,11,51,6751000
137,6,18,3215000
147,4,83,2211000
74,3,56,1164000
203,8,13,4859000
126,5,108,1985000
343,11,33,7915000
85,2,87,1439000
202,8,87,3428000
237,8,115,4594000
166,5,81,2922000
70,2,77,1948000
238,8,40,5484000
191,7,58,2141000
256,9,82,9384000
289,11,82,5104000
130,5,70,684000
197,8,91,3240000
96,3,7,733000
351,11,22,10294000
274,10,46,7203000
178,6,50,2491000
184,6,22,5870000
93,2,22,1519000
150,5,91,4043000
92,4,76,484000
635,12,92,16071000
239,7,111,4590000
105,5,45,873000
294,9,25,10881000
133,4,72,2589000
128,4,72,929000
215,6,34,4702000
70,1,123,1400000
118,5,48,3808000
157,5,96,3182000
116,3,66,1717000
371,12,88,5192000
72,2,75,687000
304,9,65,5303000
186,7,95,1841000
54,1,23,672000
112,4,84,1317000
169,7,72,2392000
118,4,104,1018000
104,3,66,943000
227,8,67,4056000
159,4,43,1682000
196,8,95,4111000
85,3,46,2733000
372,12,117,5817000
154,5,42,1371000
302,10,27,4566000
139,4,86,1174000
110,4,3,2953000
130,4,73,700000
232,8,60,3101000
169,7,96,4127000
161,6,5,1026000
363,12,29,11019000
347,12,123,5651000
121,4,33,2410000
161,6,121,2461000
362,12,29,10264000
277,10,88,6551000
153,4,29,4192000
224,8,86,6002000
119,5,13,739000
40,1,89,328000
55,3,6,901000
172,7,110,3222000
58,3,55,643000
250,9,122,5440000
307,9,64,5099000
285,11,96,7186000
189,7,40,4990000
352,11,64,10865000
211,6,55,5588000
166,6,119,3308000
204,6,71,4370000
125,3,69,2753000
189,7,95,2211000
355,11,17,6636000
176,5,43,1239000
210,6,11,4421000
39,1,52,1000000
62,2,112,412000
179,7,26,3353000
175,7,99,2730000
305,9,103,9513000
349,12,66,6348000
299,11,26,8956000
397,12,55,11134000
95,3,91,1291000
112,3,58,1087000
157,6,14,3606000
228,8,34,3245000
225,9,123,4883000
155,6,18,4411000
170,6,21,2955000
211,7,88,2863000
280,8,124,6133000
384,12,2,13149000
33,1,16,428000
70,2,54,525000
95,2,59,3251000
136,5,71,974000
348,12,90,7126000
221,8,96,4088000
176,7,74,4493000
239,7,86,5247000
132,3,93,3294000
64,1,5,708000
377,12,23,13834000
187,7,61,3331000
140,5,61,2469000
49,2,93,670000
64,1,31,260000
354,11,114,4647000
143,5,87,2114000
208,6,58,7333000
185,6,88,2055000
368,11,13,15244000
148,6,68,1945000
178,7,99,3076000
256,9,23,6065000
158,5,95,3626000
366,11,46,10038000
288,9,95,5590000
147,5,4,1054000
399,12,104,7172000
153,6,82,1128000
92,2,86,1179000
146,6,33,3116000
423,12,5,10842000
139,6,37,741000
118,4,112,866000
140,4,15,1398000
108,5,27,655000
157,4,101,1387000
77,3,85,910000
508,12,69,10659000
282,8,52,4614000
218,6,105,2662000
192,6,103,4399000
203,8,81,6954000
104,2,52,2370000
133,4,87,1157000
87,3,72,2304000
150,5,8,1565000
116,4,2,1096000
171,5,24,1505000
107,4,49,546000
76,4,49,1226000
180,6,116,3552000
192,6,34,1951000
153,5,91,1384000
123,5,102,2377000
361,12,31,9561000
100,2,116,511000
313,10,17,10226000
150,6,31,1351000
364,11,58,12377000
310,10,71,6224000
85,4,38,1192000
201,8,79,2827000
378,12,81,13824000
136,4,30,2381000
296,9,44,9221000
324,10,52,14693000
142,6,88,1740000
228,9,9,4240000
62,1,85,415000
172,5,85,2092000
278,10,103,4956000
377,12,54,11497000
80,4,106,1530000
109,3,102,605000
84,3,82,1610000
33,2,88,236000
473,12,100,9402000
227,9,14,8657000
310,10,84,5426000
366,11,32,14145000
113,4,70,2360000
95,2,52,1061000
180,5,54,3786000
115,3,40,559000
254,8,6,4769000
64,1,59,1354000
98,3,66,1594000
190,6,6,4884000
211,7,86,3128000
118,3,67,882000
498,12,69,14144000
241,8,26,7041000
110,4,73,2914000
123,4,86,803000
184,5,37,3297000
360,12,60,7421000
66,3,50,303000
103,4,54,1417000
53,1,12,570000
144,4,72,1290000
302,9,3,6126000
201,7,73,1736000
46,3,110,1259000
174,6,91,2570000
94,3,13,2677000
33,1,24,254000
79,2,35,392000
126,3,122,2165000
300,11,92,6448000
75,2,123,596000
100,3,21,1108000
62,2,121,953000
135,4,5,1729000
236,8,40,5811000
157,4,3,4428000
193,6,106,2138000
69,3,64,952000
279,9,75,4488000
330,10,74,6688000
86,4,98,481000
177,6,67,1099000
386,12,92,5397000
